id,review_tier,question_text,difficulty,predicted_subject,predicted_subtopic_id,predicted_subtopic_name,final_subtopic_id,annotation
323,4-WEAK_HINT_VERIFY,"When describing a trend in an Academic Writing Task 1 graph, which of the following is LEAST appropriate to include?",medium,English Language,163.0,Formal Letter Writing,,
440,4-WEAK_HINT_VERIFY,Which of the following phenomena is responsible for the splitting of white light into its component colors when it passes through a prism?,easy,Physics,222.0,Reflection of Light,,
882,4-WEAK_HINT_VERIFY,"Which landmark piece of legislation, passed in 1964, prohibited discrimination based on race, color, religion, sex, or national origin in public accommodations and employment?",medium,Civic Education,66.0,National Identity and Unity,,
677,4-WEAK_HINT_VERIFY,"Obedience to traffic rules, respecting the rights of others, and orderliness are ways of exhibiting which core national value?",easy,Civic Education,69.0,Fundamental Human Rights,,
155,4-WEAK_HINT_VERIFY,Trade between two different countries is referred to as:,easy,Commerce,55.0,Aid To Trade,,
669,4-WEAK_HINT_VERIFY,Trade carried out within a country is called:,medium,Commerce,55.0,Aid To Trade,,
748,4-WEAK_HINT_VERIFY,Which body within the World Trade Organization (WTO) is responsible for adjudicating trade disputes between member countries?,hard,Commerce,55.0,Aid To Trade,,
750,4-WEAK_HINT_VERIFY,"The Theory of Second Best suggests that in a situation where ideal free trade conditions cannot be fully met due to existing distortions, moving towards free trade in only *some* sectors might not necessarily improve overall welfare. This concept implies:",hard,Commerce,55.0,Aid To Trade,,
752,4-WEAK_HINT_VERIFY,The primary purpose of Incoterms (International Commercial Terms) in international trade is to:,hard,Economics,122.0,Balance Of Trade And Payment,,
753,4-WEAK_HINT_VERIFY,A 'beggar-thy-neighbor' policy in international trade refers to:,hard,Economics,122.0,Balance Of Trade And Payment,,
145,4-WEAK_HINT_VERIFY,The marketing mix element that deals with the strategies for making a product available to target consumers is known as:,easy,GNS,204.0,Production and Marketing Strategies,,
257,4-WEAK_HINT_VERIFY,An agency established by the government to set standards for goods and protect consumers from substandard products in Nigeria is the,medium,Government,223.0,Democracy and Forms of Government,,
746,4-WEAK_HINT_VERIFY,An export subsidy provided by a government to its domestic producers will typically result in:,hard,Government,223.0,Democracy and Forms of Government,,
751,4-WEAK_HINT_VERIFY,"If a country's export price index increases by 10% and its import price index increases by 5%, what can be concluded about its commodity terms of trade?",hard,Commerce,55.0,Aid To Trade,,
803,4-WEAK_HINT_VERIFY,"A shift towards greater concern for personal health and fitness among consumers, influencing product choices and marketing messages, is an example of a change in which macroenvironmental factor?",medium,Marketing,186.0,Marketing Concepts and Consumer Needs,,
139,4-WEAK_HINT_VERIFY,"Identify the adverb in the following sentence: ""The athlete ran **quickly** to catch up with his opponents.""",easy,English Language,143.0,Sentence Patterns and Construction,,
764,4-WEAK_HINT_VERIFY,What part of speech is the word 'beautifully' in the sentence: 'She sings beautifully.'?,medium,English Language,143.0,Sentence Patterns and Construction,,
766,4-WEAK_HINT_VERIFY,What part of speech is 'on' in the sentence: 'The book is on the table.'?,medium,English Language,143.0,Sentence Patterns and Construction,,
767,4-WEAK_HINT_VERIFY,Identify the adjective in the sentence: 'The lazy cat slept all day.',medium,English Language,143.0,Sentence Patterns and Construction,,
768,4-WEAK_HINT_VERIFY,"What part of speech is 'she' in the sentence: 'When she arrived, everyone cheered.'?",medium,English Language,143.0,Sentence Patterns and Construction,,
770,4-WEAK_HINT_VERIFY,What part of speech is 'Wow!' in the sentence: 'Wow! That was an amazing performance.'?,medium,English Language,143.0,Sentence Patterns and Construction,,
771,4-WEAK_HINT_VERIFY,What part of speech is the word 'Freedom' in the sentence: 'Freedom is a cherished value.'?,medium,English Language,143.0,Sentence Patterns and Construction,,
772,4-WEAK_HINT_VERIFY,Consider the sentence: 'I have a lot of work to do.' What part of speech is 'work' in this context?,medium,English Language,143.0,Sentence Patterns and Construction,,
773,4-WEAK_HINT_VERIFY,"In the sentence 'He is a fast runner,' what part of speech is the word 'fast'?",medium,English Language,143.0,Sentence Patterns and Construction,,
378,4-WEAK_HINT_VERIFY,"When a plant grows towards a light source, this is an example of which characteristic of life?",medium,Physics,222.0,Reflection of Light,,
929,4-WEAK_HINT_VERIFY,A plant bending towards a light source is an example of which characteristic of life?,medium,Physics,222.0,Reflection of Light,,
463,4-WEAK_HINT_VERIFY,"In a multi-party system, elections are often decided by...",medium,Biology,85.0,Functions of the nervous system,,
880,4-WEAK_HINT_VERIFY,President Franklin D. Roosevelt's New Deal programs during the Great Depression led to a significant and lasting expansion of which aspect of American government?,medium,Government,223.0,Democracy and Forms of Government,,
136,4-WEAK_HINT_VERIFY,The children are playing football. Convert this sentence to the passive voice.,medium,English Language,143.0,Sentence Patterns and Construction,,
216,4-WEAK_HINT_VERIFY,Which literary device involves giving human qualities or actions to inanimate objects or abstract ideas?,easy,Civic Education,69.0,Fundamental Human Rights,,
451,4-WEAK_HINT_VERIFY,William Shakespeare is renowned for writing plays and sonnets during which historical period?,medium,English Language,163.0,Formal Letter Writing,,
885,4-WEAK_HINT_VERIFY,Which literary device involves giving human qualities or attributes to inanimate objects or abstract ideas?,medium,Civic Education,69.0,Fundamental Human Rights,,
18,4-WEAK_HINT_VERIFY,"If $\frac{2+\sqrt{3}}{2-\sqrt{3}} = a+b\sqrt{3}$, where $a$ and $b$ are rational numbers, find the values of $a$ and $b$.",hard,Civic Education,65.0,Types and Importance of Values.,,
143,4-WEAK_HINT_VERIFY,Which type of business organization has its owners' liability limited to the amount of capital they invested?,easy,Commerce,64.0,Limited Liability Companies And cooperatives,,
149,4-WEAK_HINT_VERIFY,Which of these is an example of an internal source of business finance?,medium,Business admin,268.0,Types of Business Communication,,
172,4-WEAK_HINT_VERIFY,The concept that states that the business is considered separate and distinct from its owners is known as the:,easy,Business admin,268.0,Types of Business Communication,,
248,4-WEAK_HINT_VERIFY,"A business owned and managed by one person, who bears all risks and enjoys all profits, is known as a",easy,Business admin,268.0,Types of Business Communication,,
291,4-WEAK_HINT_VERIFY,Which accounting concept states that a business is considered a separate entity from its owner(s)?,easy,Business admin,268.0,Types of Business Communication,,
300,4-WEAK_HINT_VERIFY,Expenditure incurred to acquire a new delivery van for the business is an example of:,easy,Business admin,268.0,Types of Business Communication,,
644,4-WEAK_HINT_VERIFY,"In a hydroelectric power station, what is the sequence of energy conversion?",medium,Physics,218.0,"Work, Power and Energy Conservation",,
112,4-WEAK_HINT_VERIFY,"Which of the following describes the relationship between heat energy, mass, specific heat capacity, and temperature change?",easy,Physics,217.0,Kinetic and Potential Energy,,
189,4-WEAK_HINT_VERIFY,How much heat energy is required to raise the temperature of 2 kg of water from 20°C to 70°C? (Specific heat capacity of water = 4200 J kg⁻¹ K⁻¹),medium,Physics,217.0,Kinetic and Potential Energy,,
637,4-WEAK_HINT_VERIFY,"According to the Work-Energy Theorem, the net work done on an object results in a change in its:",medium,Physics,217.0,Kinetic and Potential Energy,,
954,4-WEAK_HINT_VERIFY,"A 2 kg metal block requires 18,000 J of heat energy to raise its temperature by 20 °C. What is the specific heat capacity of the metal?",medium,Physics,217.0,Kinetic and Potential Energy,,
97,4-WEAK_HINT_VERIFY,"Which male accessory gland contributes a fluid rich in fructose to semen, providing an energy source for sperm?",medium,Physics,217.0,Kinetic and Potential Energy,,
116,4-WEAK_HINT_VERIFY,Which of the following is true for a light ray travelling from a denser medium to a rarer medium at an angle greater than the critical angle?,medium,Physics,222.0,Reflection of Light,,
124,4-WEAK_HINT_VERIFY,A 60W light bulb is left on for 5 hours. How much electrical energy is consumed?,medium,Physics,217.0,Kinetic and Potential Energy,,
138,4-WEAK_HINT_VERIFY,Choose the sentence with the correct punctuation.,medium,English Language,143.0,Sentence Patterns and Construction,,
140,4-WEAK_HINT_VERIFY,"""The wind whispered secrets through the trees."" This sentence is an example of which figure of speech?",easy,English Language,143.0,Sentence Patterns and Construction,,
150,4-WEAK_HINT_VERIFY,The process of informing potential customers about a product or service and persuading them to buy it is known as:,easy,Marketing,190.0,New Product Development Process,,
162,4-WEAK_HINT_VERIFY,Which gas is primarily transported by haemoglobin in the human blood?,easy,Civic Education,69.0,Fundamental Human Rights,,
171,4-WEAK_HINT_VERIFY,What is the primary purpose of accounting?,easy,Financial Accounting,147.0,Meaning and Objectives of Accounting,,
178,4-WEAK_HINT_VERIFY,An expense incurred but not yet paid at the end of the accounting period is known as a(n):,easy,Financial Accounting,147.0,Meaning and Objectives of Accounting,,
179,4-WEAK_HINT_VERIFY,"Under the imprest system of petty cash, the petty cashier is reimbursed at intervals for the exact amount spent, thereby restoring the fund to its original amount. This ensures:",medium,Biology,85.0,Functions of the nervous system,,
198,4-WEAK_HINT_VERIFY,Which of the following statements is true for a body undergoing Simple Harmonic Motion?,medium,Physics,214.0,Acceleration and Equations of Motion,,
252,4-WEAK_HINT_VERIFY,Which of the following is NOT one of the traditional 4 P's of the marketing mix?,medium,Marketing,186.0,Marketing Concepts and Consumer Needs,,
254,4-WEAK_HINT_VERIFY,Which of these communication channels allows for immediate feedback in real-time?,easy,Business admin,267.0,Barriers to Effective Communication,,
256,4-WEAK_HINT_VERIFY,A characteristic feature of a public limited company is that its shares are,medium,Financial Accounting,156.0,Public Accounts and Fund Accounting,,
281,4-WEAK_HINT_VERIFY,Blood is pumped from the right ventricle to the lungs through the:,medium,Civic Education,39.0,Fundamental Human Right,,
293,4-WEAK_HINT_VERIFY,Which of the following accounts is classified as a Nominal Account?,easy,Accounting,97.0,"Trading, Profit and Loss Account",,
295,4-WEAK_HINT_VERIFY,Sales of goods on credit are initially recorded in which book of original entry?,medium,Financial Accounting,150.0,"Subsidiary Books (Sales Day Book, Purchases Day Book, etc.)",,
304,4-WEAK_HINT_VERIFY,The system used for petty cash where a fixed amount is reimbursed at regular intervals to restore the fund to its original level is known as the:,medium,Biology,85.0,Functions of the nervous system,,
317,4-WEAK_HINT_VERIFY,"For Academic IELTS Writing Task 1, candidates are typically required to:",medium,English Language,163.0,Formal Letter Writing,,
318,4-WEAK_HINT_VERIFY,"How many passages typically feature in the IELTS Academic Reading test, and what is the total time allotted for this section?",medium,English Language,128.0,Reading and Understanding Passages,,
375,4-WEAK_HINT_VERIFY,Which biological process converts light energy into chemical energy in the form of glucose?,medium,Physics,217.0,Kinetic and Potential Energy,,
398,4-WEAK_HINT_VERIFY,Which of the following is an example of a nominal account?,easy,Financial Accounting,153.0,"Trading, Profit and Loss Account",,
411,4-WEAK_HINT_VERIFY,"A mass attached to a spring oscillates with simple harmonic motion. If the spring constant is doubled, how does the period of oscillation change?",medium,Physics,214.0,Acceleration and Equations of Motion,,
413,4-WEAK_HINT_VERIFY,The refractive index of a certain glass is 1.5. What is the critical angle for light passing from this glass into air? (sin 41.8° = 0.667),medium,Physics,222.0,Reflection of Light,,
435,4-WEAK_HINT_VERIFY,"When a ray of light passes from air into a denser medium, it bends:",easy,Physics,222.0,Reflection of Light,,
441,4-WEAK_HINT_VERIFY,“The car sped like a bullet down the highway.” The figure of speech used in this sentence is a(n)...,easy,English Language,143.0,Sentence Patterns and Construction,,
452,4-WEAK_HINT_VERIFY,"Wole Soyinka, the first African Nobel laureate in Literature, is best known for his works in which genre?",medium,Yoruba,312.0,Lítírésọ̀ Akọọ́lẹ̀ – Eré Oníṣe (Written Literature – Drama),,
453,4-WEAK_HINT_VERIFY,"A literary work that criticizes human misconduct and foolishness with the intent of shaming individuals, corporations, government, or society itself into improvement is known as a...",hard,Civic Education,69.0,Fundamental Human Rights,,
457,4-WEAK_HINT_VERIFY,A system of government in which power is exercised directly by the people or their elected representatives is known as...,easy,Biology,85.0,Functions of the nervous system,,
458,4-WEAK_HINT_VERIFY,A federal system of government is characterized by...,medium,Biology,85.0,Functions of the nervous system,,
470,4-WEAK_HINT_VERIFY,The primary objective of the Economic Community of West African States (ECOWAS) is to...,medium,Geography,323.0,"Primary, secondary, tertiary, quaternary sectors",,
479,4-WEAK_HINT_VERIFY,The primary objective of the Economic Community of West African States (ECOWAS) is to...,easy,Geography,323.0,"Primary, secondary, tertiary, quaternary sectors",,
634,4-WEAK_HINT_VERIFY,What is the S.I. unit of energy?,easy,Physics,217.0,Kinetic and Potential Energy,,
645,4-WEAK_HINT_VERIFY,The energy stored in a stretched or compressed spring is known as:,easy,Physics,217.0,Kinetic and Potential Energy,,
647,4-WEAK_HINT_VERIFY,A machine has an input energy of 200 J and an output useful energy of 150 J. What is its efficiency?,medium,Physics,217.0,Kinetic and Potential Energy,,
648,4-WEAK_HINT_VERIFY,Which of the following scenarios best describes the conversion of chemical energy to electrical energy?,hard,Physics,217.0,Kinetic and Potential Energy,,
652,4-WEAK_HINT_VERIFY,Rural-to-urban migration is primarily caused by:,easy,Geography,320.0,Rural-urban migration,,
658,4-WEAK_HINT_VERIFY,One of the functions of management is,medium,Business admin,264.0,Functions of Management,,
671,4-WEAK_HINT_VERIFY,One major function of money is:,medium,Economics,118.0,Function Of Money,,
674,4-WEAK_HINT_VERIFY,Choose the correct sentence:,medium,English Language,143.0,Sentence Patterns and Construction,,
678,4-WEAK_HINT_VERIFY,Accounting is the process of:,medium,Financial Accounting,147.0,Meaning and Objectives of Accounting,,
679,4-WEAK_HINT_VERIFY,The book containing individual accounts is called:,medium,Accounting,94.0,Balancing Ledger Accounts,,
681,4-WEAK_HINT_VERIFY,The arm of government that makes laws is the:,medium,Government,223.0,Democracy and Forms of Government,,
692,4-WEAK_HINT_VERIFY,Marketing is concerned with:,medium,Marketing,186.0,Marketing Concepts and Consumer Needs,,
700,4-WEAK_HINT_VERIFY,"Which of the following defines a ""hypothesis"" in research and scientific writing?",easy,English Language,163.0,Formal Letter Writing,,
701,4-WEAK_HINT_VERIFY,"In communication skills, which of the following is considered an ""expressive"" skill central to academic performance?",easy,Business admin,267.0,Barriers to Effective Communication,,
765,4-WEAK_HINT_VERIFY,"Identify the conjunction in the sentence: 'I wanted to go, but it started raining.'",medium,English Language,143.0,Sentence Patterns and Construction,,
776,4-WEAK_HINT_VERIFY,Which of the following would typically *decrease* a partner's capital account?,medium,Financial Accounting,153.0,"Trading, Profit and Loss Account",,
785,4-WEAK_HINT_VERIFY,"""Indirect rule,"" a common British colonial administrative strategy, primarily aimed to:",medium,History,285.0,Economic Activities in Pre-Colonial Africa,,
793,4-WEAK_HINT_VERIFY,A common economic policy challenge for post-colonial governments was:,medium,History,285.0,Economic Activities in Pre-Colonial Africa,,
794,4-WEAK_HINT_VERIFY,"Which of the following refers to actors close to the company that affect its ability to serve its customers, such as suppliers, marketing intermediaries, customer markets, competitors, and publics?",medium,Marketing,186.0,Marketing Concepts and Consumer Needs,,
795,4-WEAK_HINT_VERIFY,A company's local community groups and neighborhood residents are examples of which type of public in its marketing environment?,medium,Financial Accounting,156.0,Public Accounts and Fund Accounting,,
801,4-WEAK_HINT_VERIFY,Markets consisting of government agencies that buy goods and services to produce public services or transfer them to others who need them are known as:,medium,Financial Accounting,155.0,Government Revenue and Expenditure,,
826,4-WEAK_HINT_VERIFY,"In a democratic system, which branch of government is primarily responsible for making laws?",medium,Biology,85.0,Functions of the nervous system,,
831,4-WEAK_HINT_VERIFY,The system designed to prevent any one branch of government from becoming too powerful by allowing each branch to limit the powers of the others is known as:,medium,Biology,85.0,Functions of the nervous system,,
845,4-WEAK_HINT_VERIFY,Which of the following best describes the transformation of data into information?,medium,Data Processing,132.0,Basic Definitions of Data and Information,,
846,4-WEAK_HINT_VERIFY,What is the primary purpose of metadata in a data processing system?,medium,Biology,85.0,Functions of the nervous system,,
847,4-WEAK_HINT_VERIFY,"For storing a product's price, which data type is most appropriate to ensure accuracy and prevent rounding errors?",medium,Marketing,190.0,New Product Development Process,,
851,4-WEAK_HINT_VERIFY,What is the term for having the same piece of data stored multiple times in different places within a data processing system?,medium,Biology,85.0,Functions of the nervous system,,
856,4-WEAK_HINT_VERIFY,Which sentence is most appropriate for a formal academic essay?,medium,English Language,165.0,Argumentative Essay,,
876,4-WEAK_HINT_VERIFY,The Supreme Court case of *Marbury v. Madison* (1803) is historically significant for establishing which principle in American government?,medium,Government,223.0,Democracy and Forms of Government,,
877,4-WEAK_HINT_VERIFY,"During the 'Age of Jackson,' or the Jacksonian Era (roughly 1820s-1840s), a significant political development was the expansion of suffrage to include:",medium,Geography,322.0,Life expectancy and development indicators,,
883,4-WEAK_HINT_VERIFY,"Following the Civil Rights Movement and the passage of landmark legislation in the 1960s, a significant political realignment occurred in the United States, most notably the shift of conservative white voters in the South from the Democratic Party to which party?",medium,Civic Education,69.0,Fundamental Human Rights,,
958,4-WEAK_HINT_VERIFY,An engine does 250 J of work and releases 100 J of heat to its surroundings during a cycle. What is the change in the internal energy of the engine system?,medium,Biology,85.0,Functions of the nervous system,,
967,4-WEAK_HINT_VERIFY,Light passes from a medium with a refractive index of 1.5 into a medium with a refractive index of 1.3. Which of the following will occur?,medium,Physics,222.0,Reflection of Light,,
987,4-WEAK_HINT_VERIFY,Which type of hydride is formed when hydrogen reacts with highly electropositive s-block elements (Group 1 and 2)?,medium,Fine Arts,176.0,"Elements of Art (Line, Shape, Form, Color, Texture, Value, Space)",,
1000,4-WEAK_HINT_VERIFY,"When actively reading, which note-taking method involves dividing your paper into three sections: main notes, cues, and summary?",medium,GNS,196.0,Reading Comprehension and Summary Writing,,
1002,4-WEAK_HINT_VERIFY,"Which study strategy is most effective for long-term retention of factual information, involving revisiting material at increasing intervals?",medium,Data Processing,132.0,Basic Definitions of Data and Information,,
1004,4-WEAK_HINT_VERIFY,"During the pre-writing stage of the writing process, what is the main goal?",medium,English Language,163.0,Formal Letter Writing,,
1005,4-WEAK_HINT_VERIFY,"When writing the first draft of an essay, what should be the primary focus?",medium,English Language,165.0,Argumentative Essay,,
1006,4-WEAK_HINT_VERIFY,Which aspect is the main focus during the revision stage of the writing process?,medium,English Language,163.0,Formal Letter Writing,,
1007,4-WEAK_HINT_VERIFY,What is the primary task during the editing stage of the writing process?,medium,English Language,163.0,Formal Letter Writing,,
1008,4-WEAK_HINT_VERIFY,"What is the final step in the writing process, primarily focused on catching surface-level errors like typos and formatting issues?",medium,English Language,163.0,Formal Letter Writing,,
1009,4-WEAK_HINT_VERIFY,Which sentence correctly uses a semicolon?,medium,English Language,143.0,Sentence Patterns and Construction,,
1011,4-WEAK_HINT_VERIFY,Which option correctly fixes the run-on sentence: 'The bell rang everyone rushed out of the classroom'?,medium,English Language,143.0,Sentence Patterns and Construction,,
1012,4-WEAK_HINT_VERIFY,"Which sentence uses the correct form of 'their,' 'there,' or 'they're'?",medium,English Language,143.0,Sentence Patterns and Construction,,
1013,4-WEAK_HINT_VERIFY,What is the primary purpose of citing sources in academic writing?,medium,English Language,163.0,Formal Letter Writing,,
1047,4-WEAK_HINT_VERIFY,The main objective of accounting is to:,easy,Financial Accounting,147.0,Meaning and Objectives of Accounting,,
1051,4-WEAK_HINT_VERIFY,3. Identify the correct sentence.,medium,English Language,143.0,Sentence Patterns and Construction,,
181,4-WEAK_HINT_VERIFY,The Trading Account is prepared to ascertain the:,easy,Financial Accounting,153.0,"Trading, Profit and Loss Account",,
744,4-WEAK_HINT_VERIFY,New Trade Theory emphasizes that a significant portion of international trade can be explained by:,hard,Economics,122.0,Balance Of Trade And Payment,,
796,4-WEAK_HINT_VERIFY,"Which macroenvironmental factor is concerned with shifts in age structure, geographic population shifts, and increasing diversity?",medium,Geography,318.0,Natural increase and population trends,,
860,4-WEAK_HINT_VERIFY,Which phrase is most appropriate for a formal business letter closing?,medium,English Language,163.0,Formal Letter Writing,,
403,4-WEAK_HINT_VERIFY,Control accounts are maintained to __________.,medium,Accounting,94.0,Balancing Ledger Accounts,,
407,4-WEAK_HINT_VERIFY,The accounting concept that requires anticipating no profits but providing for all foreseeable losses is known as the __________ concept.,easy,Financial Accounting,147.0,Meaning and Objectives of Accounting,,
408,4-WEAK_HINT_VERIFY,Prime cost in a manufacturing account is the sum of __________.,medium,Financial Accounting,153.0,"Trading, Profit and Loss Account",,
697,4-WEAK_HINT_VERIFY,"Complete the sentence with the most appropriate option:""He can lift this heavy log of wood, ________?""",easy,English Language,143.0,Sentence Patterns and Construction,,
769,4-WEAK_HINT_VERIFY,Which word is the main verb in the sentence: 'The children played happily in the park.'?,medium,English Language,143.0,Sentence Patterns and Construction,,
289,4-WEAK_HINT_VERIFY,All of the following factors can directly influence population density EXCEPT:,hard,Geography,318.0,Natural increase and population trends,,
76,4-WEAK_HINT_VERIFY,"Which carpal bone articulates with the first metacarpal bone, providing the thumb with its unique saddle joint and extensive range of motion?",hard,Physics,214.0,Acceleration and Equations of Motion,,
324,5-FULL_REVIEW,How is the overall band score for IELTS Academic calculated?,medium,,,,,
327,5-FULL_REVIEW,Which of the following quantities is a scalar?,medium,,,,,
329,5-FULL_REVIEW,A train travels the first 100 km at 50 km/h and the next 100 km at 25 km/h. What is its average speed?,medium,,,,,
337,5-FULL_REVIEW,An object is dropped from rest. How far does it fall in the first 2 seconds? (Assume g = 10 m/s²),medium,,,,,
344,5-FULL_REVIEW,A car is moving at 60 km/h. A passenger inside walks towards the front of the car at 5 km/h relative to the car. What is the passenger's speed relative to the ground?,medium,,,,,
348,5-FULL_REVIEW,An object starts from rest and accelerates uniformly at 4 m/s². How far does it travel in 3 seconds?,medium,,,,,
356,5-FULL_REVIEW,"If 3x - 7 = 8, what is the value of x?",medium,,,,,
363,5-FULL_REVIEW,A number increased by 8 is equal to three times the number decreased by 4. What is the number?,medium,,,,,
377,5-FULL_REVIEW,What is the correct hierarchical order of biological organization from simpler to more complex?,medium,,,,,
380,5-FULL_REVIEW,A polar bear's thick fur provides insulation in cold environments. This is an example of a(n):,medium,,,,,
409,5-FULL_REVIEW,Which of the following ratios measures a company's ability to meet its short-term obligations?,easy,,,,,
419,5-FULL_REVIEW,Which of the following materials is the best conductor of heat?,easy,,,,,
429,5-FULL_REVIEW,What is the amount of heat required to change 2 kg of ice at 0°C to water at 0°C? (Latent heat of fusion of ice = 334 J/g),medium,,,,,
433,5-FULL_REVIEW,A machine lifts a load of 500 N through a vertical height of 2 m in 5 seconds. What is the power developed by the machine?,medium,,,,,
445,5-FULL_REVIEW,Chinua Achebe's *Things Fall Apart* is primarily a critique of...,medium,,,,,
446,5-FULL_REVIEW,The central idea or underlying message that a writer explores in a literary work is known as the...,easy,,,,,
447,5-FULL_REVIEW,“I've told you a million times not to do that!” is an example of which figure of speech?,easy,,,,,
454,5-FULL_REVIEW,The use of hints or clues in a narrative to suggest future events is called...,easy,,,,,
456,5-FULL_REVIEW,The distinctive feature of a state which distinguishes it from other organizations is its possession of...,easy,,,,,
467,5-FULL_REVIEW,The policy of Indirect Rule in British West Africa was primarily aimed at...,medium,,,,,
471,5-FULL_REVIEW,Which of the following is NOT a characteristic feature of a state?,easy,,,,,
484,5-FULL_REVIEW,"The ultimate legal authority within a state, allowing it to govern itself without external interference, refers to...",hard,,,,,
488,5-FULL_REVIEW,Which ethical theory holds that the moral action is the one that maximises overall happiness or pleasure for the greatest number of people?,easy,,,,,
492,5-FULL_REVIEW,"Which theodicy argues that evil and suffering are necessary for humans to develop moral and spiritual character, thus 'soul-making'?",medium,,,,,
499,5-FULL_REVIEW,The 'Free Will Defence' is a common response to the problem of evil that argues:,medium,,,,,
500,5-FULL_REVIEW,"The meta-ethical theory that claims moral statements are simply expressions of personal feelings or attitudes, and not objectively true or false, is known as:",hard,,,,,
504,5-FULL_REVIEW,The oxygenated blood leaves the left ventricle of the heart and is pumped to the rest of the body through which major artery?,medium,,,,,
512,5-FULL_REVIEW,"The functional unit of the kidney, responsible for filtering blood and producing urine, is known as the:",easy,,,,,
523,5-FULL_REVIEW,The Ksp for silver chloride (AgCl) is 1.8 × 10^-10. What is the solubility of AgCl in a 0.010 M solution of calcium chloride (CaCl2)?,hard,,,,,
527,5-FULL_REVIEW,What is amoeba,easy,,,,,
613,5-FULL_REVIEW,What volume of 0.1 M HCl is required to completely neutralize 25 cm³ of 0.2 M NaOH?,medium,,,,,
617,5-FULL_REVIEW,The hydrolysis of sodium carbonate (Na₂CO₃) in water results in a solution that is:,medium,,,,,
629,5-FULL_REVIEW,"Find the area enclosed by the curve y = x^2, the x-axis, and the lines x = 1 and x = 3.",medium,,,,,
639,5-FULL_REVIEW,Power is defined as the:,easy,,,,,
640,5-FULL_REVIEW,The S.I. unit of power is the:,easy,,,,,
643,5-FULL_REVIEW,A machine lifts a 500 N load through a height of 4 meters in 2 seconds. What is the power developed by the machine?,medium,,,,,
653,5-FULL_REVIEW,what is roice?,easy,,,,,
655,5-FULL_REVIEW,One of the following is a cause of African nationalism,medium,,,,,
660,5-FULL_REVIEW,what is psycology ?,easy,,,,,
670,5-FULL_REVIEW,Which institution accepts deposits from customers?,medium,,,,,
675,5-FULL_REVIEW,"The opposite of ""ancient"" is:",medium,,,,,
676,5-FULL_REVIEW,"The opposite of ""ancient"" is:",medium,,,,,
680,5-FULL_REVIEW,The supreme law of a country is the:,medium,,,,,
689,5-FULL_REVIEW,Which word contains a silent letter?,medium,,,,,
693,5-FULL_REVIEW,Which of the following is a promotional tool?,medium,,,,,
694,5-FULL_REVIEW,What is the first step in the data processing cycle?,easy,,,,,
698,5-FULL_REVIEW,Which of the following does a textile artist use to form recurring designs or patterns on fabric?,easy,,,,,
699,5-FULL_REVIEW,Traditional thorn carving in Nigeria is primarily practiced in which of these towns?,easy,,,,,
709,5-FULL_REVIEW,"In an elastic collision, which of the following statements is correct?",medium,,,,,
712,5-FULL_REVIEW,"Yiyan wo ninu awon wọnyi lo tọ fun ọrọ naa ""Òjò""?",medium,,,,,
713,5-FULL_REVIEW,which part of plant make food using sunlight,easy,,,,,
724,5-FULL_REVIEW,Which of the following best distinguishes political apathy from rational abstention in a democratic context?,hard,,,,,
727,5-FULL_REVIEW,"While often conflated, political cynicism differs from political apathy primarily in that cynicism involves:",hard,,,,,
729,5-FULL_REVIEW,"The 'dumbing down' of political discourse in mass media, characterized by sensationalism and a focus on personalities over policy, is argued to contribute to political apathy primarily by:",hard,,,,,
731,5-FULL_REVIEW,"To effectively combat political apathy through civic education, curricula should prioritize which of the following approaches?",hard,,,,,
734,5-FULL_REVIEW,"While both can lead to disengagement, political alienation primarily differs from political apathy in that alienated individuals typically:",hard,,,,,
735,5-FULL_REVIEW,"Beyond low voter turnout, which of the following is considered a strong indicator of widespread political apathy in a democratic society?",hard,,,,,
739,5-FULL_REVIEW,Which of the following best explains the Leontief Paradox as a challenge to the Heckscher-Ohlin theory?,hard,,,,,
757,5-FULL_REVIEW,"In a perfectly competitive market, individual firms are:",medium,,,,,
758,5-FULL_REVIEW,Which of the following is an example of a fixed cost in the short run for a manufacturing firm?,medium,,,,,
759,5-FULL_REVIEW,A negative externality occurs when:,medium,,,,,
761,5-FULL_REVIEW,Which condition must a monopolist satisfy to maximize profits?,medium,,,,,
762,5-FULL_REVIEW,A point inside the Production Possibilities Frontier (PPF) indicates:,medium,,,,,
763,5-FULL_REVIEW,The primary goal of a firm in a market economy is typically assumed to be:,medium,,,,,
790,5-FULL_REVIEW,"The ""Scramble for Africa"" during the late 19th century directly resulted in:",medium,,,,,
791,5-FULL_REVIEW,"Which of the following governmental structures was most commonly inherited by former colonies from their European colonizers, particularly in Africa and Asia?",medium,,,,,
792,5-FULL_REVIEW,The Cold War significantly influenced the decolonization process by:,medium,,,,,
804,5-FULL_REVIEW,"A rectangular garden is to be enclosed by a fence on three sides, with an existing wall forming the fourth side. If 120 meters of fencing material are available, what is the maximum area of the garden?",medium,,,,,
806,5-FULL_REVIEW,Find the area of the region bounded by the curves y = x² and y = 2x.,medium,,,,,
815,5-FULL_REVIEW,Èwo nínú àwọn wọ̀nyí ni ó jẹ́ orísun pàtàkì tí wọ́n máa ń lò fún 'Ayan Ogbufo'?,medium,,,,,
